source,target
Q25733,host cellular component
Q25733,host cell part
Q25733,host cell
Q25733,host cell surface
Q25733,cellular anatomical entity
P19214,cellular_component
P19214,plasma membrane
P19214,membrane
P19214,cell periphery
P19214,cellular anatomical entity
P69193,molecular_function
P69193,binding
P69193,protein binding
P69193,cellular_component
P69193,extracellular region
P69193,host cellular component
P69193,symbiont-containing vacuole
P69193,symbiont-containing vacuolar space
P69193,host cell cytoplasm
P69193,host cell part
P69193,host intracellular part
P69193,host cell cytoplasm part
P69193,organelle
P69193,membrane-bounded organelle
P69193,extracellular organelle
P69193,host intracellular region
P69193,host cell
P69193,extracellular membrane-bounded organelle
P69193,cellular anatomical entity
P04927,cellular_component
P04927,extracellular region
P04927,host cellular component
P04927,symbiont-containing vacuole
P04927,host cell cytoplasm
P04927,host cell part
P04927,host intracellular part
P04927,host cell cytoplasm part
P04927,organelle
P04927,membrane-bounded organelle
P04927,extracellular organelle
P04927,host intracellular region
P04927,host cell
P04927,extracellular membrane-bounded organelle
P04927,cellular anatomical entity
P31008,molecular_function
P31008,regulation of DNA replication
P31008,enzyme activator activity
P31008,biological_process
P31008,regulation of biosynthetic process
P31008,positive regulation of biosynthetic process
P31008,positive regulation of metabolic process
P31008,regulation of macromolecule biosynthetic process
P31008,positive regulation of macromolecule biosynthetic process
P31008,positive regulation of macromolecule metabolic process
P31008,regulation of nucleobase-containing compound metabolic process
P31008,regulation of metabolic process
P31008,enzyme regulator activity
P31008,DNA polymerase processivity factor activity
P31008,regulation of cellular metabolic process
P31008,positive regulation of cellular metabolic process
P31008,regulation of cellular biosynthetic process
P31008,positive regulation of cellular biosynthetic process
P31008,positive regulation of catalytic activity
P31008,positive regulation of molecular function
P31008,positive regulation of nucleobase-containing compound metabolic process
P31008,positive regulation of biological process
P31008,positive regulation of cellular process
P31008,regulation of biological process
P31008,regulation of catalytic activity
P31008,regulation of cellular process
P31008,regulation of DNA metabolic process
P31008,positive regulation of DNA metabolic process
P31008,regulation of nitrogen compound metabolic process
P31008,positive regulation of nitrogen compound metabolic process
P31008,regulation of transferase activity
P31008,positive regulation of transferase activity
P31008,regulation of macromolecule metabolic process
P31008,biological regulation
P31008,regulation of molecular function
P31008,regulation of primary metabolic process
P31008,regulation of DNA-templated DNA replication
P31008,molecular function regulator activity
P31008,molecular function activator activity
P31008,regulation of DNA-directed DNA polymerase activity
P31008,positive regulation of DNA-directed DNA polymerase activity
P31008,regulation of DNA biosynthetic process
P31008,positive regulation of DNA biosynthetic process
O05140,molecular_function
O05140,binding
O05140,protein binding
O05140,identical protein binding
W7JLR6,molecular_function
W7JLR6,catalytic activity
W7JLR6,phosphopyruvate hydratase activity
W7JLR6,binding
W7JLR6,protein binding
W7JLR6,lyase activity
W7JLR6,carbon-oxygen lyase activity
W7JLR6,hydro-lyase activity
W7JLR6,identical protein binding
W7JLR6,protein homodimerization activity
W7JLR6,protein dimerization activity
P84643,response to stress
P84643,defense response
P84643,biological_process
P84643,response to stimulus
A0A0K1SC59,molecular_function
A0A0K1SC59,catalytic activity
A0A0K1SC59,adenosine deaminase activity
A0A0K1SC59,hydrolase activity
A0A0K1SC59,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
A0A0K1SC59,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"
A0A0K1SC59,deaminase activity
Q9R4Y1,molecular_function
Q9R4Y1,catalytic activity
Q9R4Y1,binding
Q9R4Y1,cellular_component
Q9R4Y1,plasma membrane
Q9R4Y1,membrane
Q9R4Y1,oxidoreductase activity
Q9R4Y1,"oxidoreductase activity, acting on CH-OH group of donors"
Q9R4Y1,molybdenum ion binding
Q9R4Y1,2-oxo-acid reductase activity
Q9R4Y1,ion binding
Q9R4Y1,cation binding
Q9R4Y1,molybdopterin cofactor binding
Q9R4Y1,metal ion binding
Q9R4Y1,transition metal ion binding
Q9R4Y1,iron-sulfur cluster binding
Q9R4Y1,"4 iron, 4 sulfur cluster binding"
Q9R4Y1,metal cluster binding
Q9R4Y1,cell periphery
Q9R4Y1,organic cyclic compound binding
Q9R4Y1,cellular anatomical entity
Q9R4Y1,heterocyclic compound binding
A0A1Y3DYH2,molecular_function
A0A1Y3DYH2,catalytic activity
A0A1Y3DYH2,adenosine deaminase activity
A0A1Y3DYH2,hydrolase activity
A0A1Y3DYH2,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
A0A1Y3DYH2,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"
A0A1Y3DYH2,deaminase activity
A0A1Y3DYH2,5'-methylthioadenosine deaminase activity
B7NGZ6,molecular_function
B7NGZ6,catalytic activity
B7NGZ6,nuclease activity
B7NGZ6,endonuclease activity
B7NGZ6,DNA endonuclease activity
B7NGZ6,deoxyribonuclease activity
B7NGZ6,nucleobase-containing compound metabolic process
B7NGZ6,DNA metabolic process
B7NGZ6,DNA recombination
B7NGZ6,cellular aromatic compound metabolic process
B7NGZ6,nitrogen compound metabolic process
B7NGZ6,biological_process
B7NGZ6,metabolic process
B7NGZ6,cellular process
B7NGZ6,hydrolase activity
B7NGZ6,"hydrolase activity, acting on ester bonds"
B7NGZ6,cellular nitrogen compound metabolic process
B7NGZ6,macromolecule metabolic process
B7NGZ6,cellular metabolic process
B7NGZ6,primary metabolic process
B7NGZ6,cellular macromolecule metabolic process
B7NGZ6,heterocycle metabolic process
B7NGZ6,organic substance metabolic process
B7NGZ6,nucleic acid metabolic process
B7NGZ6,"catalytic activity, acting on DNA"
B7NGZ6,"catalytic activity, acting on a nucleic acid"
B7NGZ6,organic cyclic compound metabolic process
A0A0H3MF55,molecular_function
A0A0H3MF55,catalytic activity
A0A0H3MF55,galactosyltransferase activity
A0A0H3MF55,transferase activity
A0A0H3MF55,glycosyltransferase activity
A0A0H3MF55,hexosyltransferase activity
Q9N9G9,molecular_function
Q9N9G9,binding
Q9N9G9,protein binding
Q4UG71,molecular_function
Q4UG71,peptidyl-prolyl cis-trans isomerase activity
Q4UG71,catalytic activity
Q4UG71,cellular_component
Q4UG71,biological_process
Q4UG71,isomerase activity
Q4UG71,cis-trans isomerase activity
Q4UG71,host cellular component
Q4UG71,host cell cytoplasm
Q4UG71,host cell part
Q4UG71,host intracellular part
Q4UG71,host intracellular organelle
Q4UG71,host intracellular membrane-bounded organelle
Q4UG71,modulation of process of another organism
Q4UG71,host cell nucleus
Q4UG71,host intracellular region
Q4UG71,host cell
Q4UG71,modulation by symbiont of host process
Q4UG71,biological process involved in symbiotic interaction
Q4UG71,biological process involved in interspecies interaction between organisms
Q4UG71,biological process involved in interaction with host
Q4UG71,cellular anatomical entity
Q4UG71,"catalytic activity, acting on a protein"
A0A1X9ISN9,molecular_function
A0A1X9ISN9,catalytic activity
A0A1X9ISN9,lipid metabolic process
A0A1X9ISN9,isoprenoid metabolic process
A0A1X9ISN9,terpenoid metabolic process
A0A1X9ISN9,biological_process
A0A1X9ISN9,metabolic process
A0A1X9ISN9,isoprenoid biosynthetic process
A0A1X9ISN9,lipid biosynthetic process
A0A1X9ISN9,biosynthetic process
A0A1X9ISN9,ent-copalyl diphosphate synthase activity
A0A1X9ISN9,cellular process
A0A1X9ISN9,terpenoid biosynthetic process
A0A1X9ISN9,isomerase activity
A0A1X9ISN9,intramolecular lyase activity
A0A1X9ISN9,terpene metabolic process
A0A1X9ISN9,cellular metabolic process
A0A1X9ISN9,primary metabolic process
A0A1X9ISN9,cellular biosynthetic process
A0A1X9ISN9,cellular lipid metabolic process
A0A1X9ISN9,terpene biosynthetic process
A0A1X9ISN9,organic substance metabolic process
A0A1X9ISN9,hydrocarbon biosynthetic process
A0A1X9ISN9,hydrocarbon metabolic process
A0A1X9ISN9,organic cyclic compound metabolic process
A0A1X9ISN9,organic cyclic compound biosynthetic process
A0A1X9ISN9,organic substance biosynthetic process
A0A1X9ISN9,miltiradiene metabolic process
A0A1X9ISN9,miltiradiene biosynthetic process
P46116,molecular_function
P46116,catalytic activity
P46116,binding
P46116,protein binding
P46116,peptidase activity
P46116,serine-type peptidase activity
P46116,hydrolase activity
P46116,serine hydrolase activity
P46116,"catalytic activity, acting on a protein"
Q8MU95,lipopolysaccharide binding
Q8MU95,(1->3)-beta-D-glucan binding
Q8MU95,polysaccharide immune receptor activity
Q8MU95,lipopolysaccharide immune receptor activity
Q8MU95,activation of innate immune response
Q8MU95,innate immune response activating cell surface receptor signaling pathway
Q8MU95,pattern recognition receptor signaling pathway
Q8MU95,response to molecule of bacterial origin
Q8MU95,activation of immune response
Q8MU95,immune system process
Q8MU95,immune response-activating cell surface receptor signaling pathway
Q8MU95,regulation of immune system process
Q8MU95,positive regulation of immune system process
Q8MU95,cell surface pattern recognition receptor signaling pathway
Q8MU95,immune response-activating signaling pathway
Q8MU95,innate immune response-activating signaling pathway
Q8MU95,immune response-regulating signaling pathway
Q8MU95,immune response-regulating cell surface receptor signaling pathway
Q8MU95,regulation of response to biotic stimulus
Q8MU95,positive regulation of response to biotic stimulus
Q8MU95,molecular_function
Q8MU95,binding
Q8MU95,cellular_component
Q8MU95,extracellular region
Q8MU95,cell communication
Q8MU95,signal transduction
Q8MU95,cell surface receptor signaling pathway
Q8MU95,biological_process
Q8MU95,lipid binding
Q8MU95,response to external stimulus
Q8MU95,response to biotic stimulus
Q8MU95,response to bacterium
Q8MU95,cellular process
Q8MU95,response to organic substance
Q8MU95,signaling
Q8MU95,carbohydrate binding
Q8MU95,polysaccharide binding
Q8MU95,regulation of defense response
Q8MU95,positive regulation of defense response
Q8MU95,lipopolysaccharide-mediated signaling pathway
Q8MU95,regulation of response to external stimulus
Q8MU95,positive regulation of response to external stimulus
Q8MU95,response to lipopolysaccharide
Q8MU95,response to lipid
Q8MU95,signaling receptor activity
Q8MU95,pattern recognition receptor activity
Q8MU95,response to chemical
Q8MU95,response to external biotic stimulus
Q8MU95,biological process involved in interspecies interaction between organisms
Q8MU95,regulation of innate immune response
Q8MU95,positive regulation of innate immune response
Q8MU95,positive regulation of biological process
Q8MU95,regulation of response to stimulus
Q8MU95,positive regulation of response to stimulus
Q8MU95,regulation of immune response
Q8MU95,positive regulation of immune response
Q8MU95,regulation of biological process
Q8MU95,regulation of cellular process
Q8MU95,response to stimulus
Q8MU95,response to other organism
Q8MU95,cellular response to stimulus
Q8MU95,molecular transducer activity
Q8MU95,biological regulation
Q8MU95,cellular response to chemical stimulus
Q8MU95,lipoteichoic acid binding
Q8MU95,cellular response to biotic stimulus
Q8MU95,cellular response to molecule of bacterial origin
Q8MU95,cellular response to lipopolysaccharide
Q8MU95,cellular response to organic substance
Q8MU95,cellular response to lipid
Q8MU95,regulation of response to stress
Q8MU95,carbohydrate derivative binding
Q8MU95,cellular anatomical entity
Q8MU95,response to oxygen-containing compound
Q8MU95,cellular response to oxygen-containing compound
A7TZU4,cellular_component
A7TZU4,cell wall
A7TZU4,external encapsulating structure
A7TZU4,spore wall
A7TZU4,cell periphery
A7TZU4,cellular anatomical entity
F8WQD0,molecular_function
F8WQD0,catalytic activity
F8WQD0,lipid metabolic process
F8WQD0,isoprenoid metabolic process
F8WQD0,terpenoid metabolic process
F8WQD0,triterpenoid metabolic process
F8WQD0,biological_process
F8WQD0,metabolic process
F8WQD0,isoprenoid biosynthetic process
F8WQD0,lipid biosynthetic process
F8WQD0,biosynthetic process
F8WQD0,cellular process
F8WQD0,triterpenoid biosynthetic process
F8WQD0,terpenoid biosynthetic process
F8WQD0,isomerase activity
F8WQD0,intramolecular transferase activity
F8WQD0,oxidosqualene cyclase activity
F8WQD0,cellular metabolic process
F8WQD0,primary metabolic process
F8WQD0,cellular biosynthetic process
F8WQD0,cellular lipid metabolic process
F8WQD0,organic substance metabolic process
F8WQD0,organic substance biosynthetic process
A0CDD4,regulation of cilium movement
A0CDD4,regulation of cilium beat frequency
A0CDD4,cellular_component
A0CDD4,intracellular anatomical structure
A0CDD4,microtubule organizing center
A0CDD4,cytoskeleton
A0CDD4,cilium
A0CDD4,organelle organization
A0CDD4,biological_process
A0CDD4,cellular process
A0CDD4,microtubule cytoskeleton
A0CDD4,cellular component organization
A0CDD4,cellular component assembly
A0CDD4,cell projection organization
A0CDD4,cell projection assembly
A0CDD4,regulation of microtubule-based process
A0CDD4,ciliary basal body
A0CDD4,regulation of locomotion
A0CDD4,positive regulation of locomotion
A0CDD4,cell projection
A0CDD4,organelle
A0CDD4,membrane-bounded organelle
A0CDD4,non-membrane-bounded organelle
A0CDD4,intracellular organelle
A0CDD4,intracellular non-membrane-bounded organelle
A0CDD4,cellular component biogenesis
A0CDD4,cilium organization
A0CDD4,positive regulation of biological process
A0CDD4,positive regulation of cellular process
A0CDD4,regulation of biological process
A0CDD4,regulation of cellular process
A0CDD4,cilium assembly
A0CDD4,regulation of cilium movement involved in cell motility
A0CDD4,regulation of cilium beat frequency involved in ciliary motility
A0CDD4,regulation of microtubule-based movement
A0CDD4,biological regulation
A0CDD4,regulation of biological quality
A0CDD4,organelle assembly
A0CDD4,cellular component organization or biogenesis
A0CDD4,cellular anatomical entity
A0CDD4,plasma membrane bounded cell projection
A0CDD4,plasma membrane bounded cell projection assembly
A0CDD4,plasma membrane bounded cell projection organization
A0CDD4,regulation of cilium-dependent cell motility
A0CDD4,regulation of cell motility
A0CDD4,positive regulation of cell motility
A0A0F6B2Q9,negative regulation of cell adhesion
A0A0F6B2Q9,biological_process
A0A0F6B2Q9,regulation of cell-substrate adhesion
A0A0F6B2Q9,negative regulation of cell-substrate adhesion
A0A0F6B2Q9,regulation of cell adhesion
A0A0F6B2Q9,negative regulation of biological process
A0A0F6B2Q9,negative regulation of cellular process
A0A0F6B2Q9,regulation of biological process
A0A0F6B2Q9,regulation of cellular process
A0A0F6B2Q9,biological regulation
A0A0F6B2Q9,regulation of cell adhesion involved in single-species biofilm formation
A0A0F6B2Q9,negative regulation of cell adhesion involved in single-species biofilm formation
D2BRN2,transcription cis-regulatory region binding
D2BRN2,transcription regulatory region nucleic acid binding
D2BRN2,molecular_function
D2BRN2,nucleic acid binding
D2BRN2,DNA binding
D2BRN2,double-stranded DNA binding
D2BRN2,binding
D2BRN2,cellular_component
D2BRN2,protein-containing complex
D2BRN2,protein-DNA complex
D2BRN2,sequence-specific DNA binding
D2BRN2,organic cyclic compound binding
D2BRN2,heterocyclic compound binding
D2BRN2,sequence-specific double-stranded DNA binding
A0A060A682,reproduction
A0A060A682,molecular_function
A0A060A682,cellular_component
A0A060A682,cell-cell junction
A0A060A682,plasma membrane organization
A0A060A682,single fertilization
A0A060A682,biological_process
A0A060A682,fertilization
A0A060A682,cellular process
A0A060A682,endomembrane system organization
A0A060A682,cellular component organization
A0A060A682,sexual reproduction
A0A060A682,reproductive process
A0A060A682,cell junction
A0A060A682,plasma membrane fusion
A0A060A682,membrane organization
A0A060A682,membrane fusion
A0A060A682,anchoring junction
A0A060A682,cellular component organization or biogenesis
A0A060A682,cellular anatomical entity
A0A060A682,fusogenic activity
D9UNB2,magnesium ion binding
D9UNB2,molecular_function
D9UNB2,catalytic activity
D9UNB2,binding
D9UNB2,carbohydrate metabolic process
D9UNB2,biological_process
D9UNB2,metabolic process
D9UNB2,mannonate dehydratase activity
D9UNB2,catabolic process
D9UNB2,carbohydrate catabolic process
D9UNB2,lyase activity
D9UNB2,carbon-oxygen lyase activity
D9UNB2,hydro-lyase activity
D9UNB2,ion binding
D9UNB2,cation binding
D9UNB2,primary metabolic process
D9UNB2,metal ion binding
D9UNB2,organic substance metabolic process
D9UNB2,organic substance catabolic process
Q5IW40,molecular_function
Q5IW40,catalytic activity
Q5IW40,binding
Q5IW40,iron ion binding
Q5IW40,protein binding
Q5IW40,phosphorus metabolic process
Q5IW40,biological_process
Q5IW40,metabolic process
Q5IW40,ferrous iron binding
Q5IW40,biosynthetic process
Q5IW40,cellular process
Q5IW40,oxidoreductase activity
Q5IW40,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"
Q5IW40,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
Q5IW40,organic phosphonate metabolic process
Q5IW40,organophosphate metabolic process
Q5IW40,organic phosphonate biosynthetic process
Q5IW40,identical protein binding
Q5IW40,protein homodimerization activity
Q5IW40,ion binding
Q5IW40,cation binding
Q5IW40,cellular metabolic process
Q5IW40,cellular biosynthetic process
Q5IW40,metal ion binding
Q5IW40,transition metal ion binding
Q5IW40,protein dimerization activity
Q5IW40,dioxygenase activity
Q5IW40,organic substance metabolic process
Q5IW40,organophosphate biosynthetic process
Q5IW40,organic substance biosynthetic process
Q5IW40,phosphinothricin metabolic process
Q5IW40,phosphinothricin biosynthetic process
E7DN95,molecular_function
E7DN95,binding
E7DN95,protein binding
P0DN68,molecular_function
P0DN68,nucleic acid binding
P0DN68,DNA binding
P0DN68,binding
P0DN68,cellular_component
P0DN68,protein-containing complex
P0DN68,protein-DNA complex
P0DN68,sequence-specific DNA binding
P0DN68,organic cyclic compound binding
P0DN68,heterocyclic compound binding
Q9GSF8,molecular_function
Q9GSF8,nucleic acid binding
Q9GSF8,RNA binding
Q9GSF8,binding
Q9GSF8,cellular_component
Q9GSF8,intracellular anatomical structure
Q9GSF8,nucleus
Q9GSF8,telomerase holoenzyme complex
Q9GSF8,biological_process
Q9GSF8,cellular process
Q9GSF8,cellular component organization
Q9GSF8,cellular component assembly
Q9GSF8,ribonucleoprotein complex biogenesis
Q9GSF8,ribonucleoprotein complex assembly
Q9GSF8,macronucleus
Q9GSF8,protein-containing complex
Q9GSF8,organelle
Q9GSF8,membrane-bounded organelle
Q9GSF8,intracellular organelle
Q9GSF8,intracellular membrane-bounded organelle
Q9GSF8,protein-containing complex organization
Q9GSF8,cellular component biogenesis
Q9GSF8,protein-containing complex assembly
Q9GSF8,telomerase RNA binding
Q9GSF8,ribonucleoprotein complex subunit organization
Q9GSF8,cellular component organization or biogenesis
Q9GSF8,organic cyclic compound binding
Q9GSF8,cellular anatomical entity
Q9GSF8,nuclear protein-containing complex
Q9GSF8,heterocyclic compound binding
Q9GSF8,catalytic complex
Q9GSF8,telomerase catalytic core complex assembly
Q9GSF8,telomerase holoenzyme complex assembly
Q9GSF8,ribonucleoprotein complex
O87872,molecular_function
O87872,catalytic activity
O87872,nucleobase-containing compound metabolic process
O87872,purine nucleotide metabolic process
O87872,purine nucleotide catabolic process
O87872,acyl-CoA metabolic process
O87872,cellular aromatic compound metabolic process
O87872,nucleoside phosphate metabolic process
O87872,sulfur compound metabolic process
O87872,phosphorus metabolic process
O87872,phosphate-containing compound metabolic process
O87872,nitrogen compound metabolic process
O87872,biological_process
O87872,metabolic process
O87872,catabolic process
O87872,nucleotide metabolic process
O87872,purine ribonucleotide metabolic process
O87872,purine ribonucleotide catabolic process
O87872,nucleotide catabolic process
O87872,ribonucleotide metabolic process
O87872,ribonucleotide catabolic process
O87872,cellular process
O87872,hydrolase activity
O87872,"hydrolase activity, acting on acid carbon-carbon bonds"
O87872,"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances"
O87872,aromatic compound catabolic process
O87872,organophosphate metabolic process
O87872,ribose phosphate metabolic process
O87872,nucleoside bisphosphate metabolic process
O87872,nucleoside bisphosphate catabolic process
O87872,ribonucleoside bisphosphate metabolic process
O87872,ribonucleoside bisphosphate catabolic process
O87872,purine nucleoside bisphosphate metabolic process
O87872,purine nucleoside bisphosphate catabolic process
O87872,cellular nitrogen compound metabolic process
O87872,nucleobase-containing compound catabolic process
O87872,thioester metabolic process
O87872,amide metabolic process
O87872,cellular metabolic process
O87872,primary metabolic process
O87872,cellular catabolic process
O87872,cellular nitrogen compound catabolic process
O87872,sulfur compound catabolic process
O87872,small molecule metabolic process
O87872,organophosphate catabolic process
O87872,heterocycle metabolic process
O87872,heterocycle catabolic process
O87872,nucleobase-containing small molecule metabolic process
O87872,organic substance metabolic process
O87872,purine-containing compound metabolic process
O87872,purine-containing compound catabolic process
O87872,carbohydrate derivative metabolic process
O87872,carbohydrate derivative catabolic process
O87872,nucleoside phosphate catabolic process
O87872,organic cyclic compound metabolic process
O87872,organic cyclic compound catabolic process
O87872,organonitrogen compound metabolic process
O87872,organonitrogen compound catabolic process
O87872,organic substance catabolic process
O87872,benzoyl-CoA metabolic process
O87872,benzoyl-CoA catabolic process
Q8L3B3,nucleotide binding
Q8L3B3,molecular_function
Q8L3B3,catalytic activity
Q8L3B3,binding
Q8L3B3,organic acid metabolic process
Q8L3B3,amino acid metabolic process
Q8L3B3,L-phenylalanine metabolic process
Q8L3B3,cellular aromatic compound metabolic process
Q8L3B3,nitrogen compound metabolic process
Q8L3B3,biological_process
Q8L3B3,metabolic process
Q8L3B3,aromatic amino acid metabolic process
Q8L3B3,cellular process
Q8L3B3,oxidoreductase activity
Q8L3B3,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
Q8L3B3,"oxidoreductase activity, acting on the aldehyde or oxo group of donors"
Q8L3B3,purine nucleotide binding
Q8L3B3,carboxylic acid metabolic process
Q8L3B3,adenyl nucleotide binding
Q8L3B3,small molecule binding
Q8L3B3,oxoacid metabolic process
Q8L3B3,cellular metabolic process
Q8L3B3,primary metabolic process
Q8L3B3,small molecule metabolic process
Q8L3B3,phenylglyoxylate dehydrogenase (acylating) activity
Q8L3B3,NAD binding
Q8L3B3,organic substance metabolic process
Q8L3B3,organic cyclic compound binding
Q8L3B3,nucleoside phosphate binding
Q8L3B3,organic cyclic compound metabolic process
Q8L3B3,heterocyclic compound binding
Q8L3B3,organonitrogen compound metabolic process
Q8L3B3,alpha-amino acid metabolic process
Q8L3B3,erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process
G1PXH7,molecular_function
G1PXH7,binding
G1PXH7,protein binding
M1PFC6,molecular_function
M1PFC6,binding
M1PFC6,protein binding
Q8RP17,molecular_function
Q8RP17,binding
Q8RP17,protein binding
C4ZUT0,molecular_function
C4ZUT0,catalytic activity
C4ZUT0,cellular_component
C4ZUT0,intracellular anatomical structure
C4ZUT0,cytoplasm
C4ZUT0,acetylesterase activity
C4ZUT0,hydrolase activity
C4ZUT0,"hydrolase activity, acting on ester bonds"
C4ZUT0,short-chain carboxylesterase activity
C4ZUT0,carboxylic ester hydrolase activity
C4ZUT0,cellular anatomical entity
A0A0D2UG83,molecular_function
A0A0D2UG83,binding
A0A0D2UG83,protein binding
A0A0D2UG83,regulation of nucleotide metabolic process
A0A0D2UG83,biological_process
A0A0D2UG83,regulation of protein ADP-ribosylation
A0A0D2UG83,negative regulation of protein ADP-ribosylation
A0A0D2UG83,regulation of nucleobase-containing compound metabolic process
A0A0D2UG83,regulation of phosphate metabolic process
A0A0D2UG83,regulation of metabolic process
A0A0D2UG83,regulation of cellular metabolic process
A0A0D2UG83,negative regulation of catalytic activity
A0A0D2UG83,ion binding
A0A0D2UG83,anion binding
A0A0D2UG83,negative regulation of molecular function
A0A0D2UG83,regulation of biological process
A0A0D2UG83,regulation of catalytic activity
A0A0D2UG83,regulation of cellular process
A0A0D2UG83,regulation of nitrogen compound metabolic process
A0A0D2UG83,regulation of phosphorus metabolic process
A0A0D2UG83,regulation of transferase activity
A0A0D2UG83,negative regulation of transferase activity
A0A0D2UG83,regulation of small molecule metabolic process
A0A0D2UG83,biological regulation
A0A0D2UG83,regulation of molecular function
A0A0D2UG83,ADP-D-ribose binding
A0A0D2UG83,regulation of primary metabolic process
A0A0D2UG83,organic cyclic compound binding
A0A0D2UG83,carbohydrate derivative binding
A0A0D2UG83,modification-dependent protein binding
A0A0D2UG83,ADP-D-ribose modification-dependent protein binding
A0A0D2UG83,regulation of purine nucleotide metabolic process
A0A0D2UG83,heterocyclic compound binding
A0A0D2UG83,regulation of NAD metabolic process
A0A2D2D105,molecular_function
A0A2D2D105,binding
A0A2D2D105,protein binding
A0A2D2D105,identical protein binding
C0LQF3,cell recognition
C0LQF3,biological_process
C0LQF3,cellular process
C0LQF3,recognition of pollen
C0LQF3,rejection of self pollen
H0Z867,cellular_component
H0Z867,somatodendritic compartment
H0Z867,neuronal cell body
H0Z867,cell body
H0Z867,cellular anatomical entity
M1RIR6,molecular_function
M1RIR6,catalytic activity
M1RIR6,glutathione transferase activity
M1RIR6,glutathione metabolic process
M1RIR6,biological_process
M1RIR6,metabolic process
M1RIR6,transferase activity
M1RIR6,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
M1RIR6,organic substance metabolic process
U3JD03,molecular_function
U3JD03,binding
U3JD03,protein binding
U3JD03,identical protein binding
D2CVT3,molecular_function
D2CVT3,catalytic activity
D2CVT3,catechol oxidase activity
D2CVT3,monooxygenase activity
D2CVT3,oxidoreductase activity
D2CVT3,"oxidoreductase activity, acting on diphenols and related substances as donors"
D2CVT3,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
T1SFR8,response to hypoxia
T1SFR8,response to stress
T1SFR8,biological_process
T1SFR8,response to abiotic stimulus
T1SFR8,cellular process
T1SFR8,cellular response to stress
T1SFR8,response to decreased oxygen levels
T1SFR8,cellular response to decreased oxygen levels
T1SFR8,response to chemical
T1SFR8,response to stimulus
T1SFR8,cellular response to stimulus
T1SFR8,response to oxygen levels
T1SFR8,cellular response to chemical stimulus
T1SFR8,cellular response to oxygen levels
T1SFR8,cellular response to hypoxia
A0A1R3RGK0,organic acid metabolic process
A0A1R3RGK0,cellular modified amino acid metabolic process
A0A1R3RGK0,nitrogen compound metabolic process
A0A1R3RGK0,biological_process
A0A1R3RGK0,metabolic process
A0A1R3RGK0,biosynthetic process
A0A1R3RGK0,cellular process
A0A1R3RGK0,organic acid biosynthetic process
A0A1R3RGK0,heterocycle biosynthetic process
A0A1R3RGK0,secondary metabolic process
A0A1R3RGK0,carboxylic acid metabolic process
A0A1R3RGK0,monocarboxylic acid metabolic process
A0A1R3RGK0,cellular nitrogen compound metabolic process
A0A1R3RGK0,cellular modified amino acid biosynthetic process
A0A1R3RGK0,oxoacid metabolic process
A0A1R3RGK0,amide metabolic process
A0A1R3RGK0,amide biosynthetic process
A0A1R3RGK0,cellular metabolic process
A0A1R3RGK0,cellular biosynthetic process
A0A1R3RGK0,cellular nitrogen compound biosynthetic process
A0A1R3RGK0,small molecule metabolic process
A0A1R3RGK0,small molecule biosynthetic process
A0A1R3RGK0,secondary metabolite biosynthetic process
A0A1R3RGK0,carboxylic acid biosynthetic process
A0A1R3RGK0,heterocycle metabolic process
A0A1R3RGK0,organic substance metabolic process
A0A1R3RGK0,monocarboxylic acid biosynthetic process
A0A1R3RGK0,ochratoxin A metabolic process
A0A1R3RGK0,ochratoxin A biosynthetic process
A0A1R3RGK0,organic cyclic compound metabolic process
A0A1R3RGK0,organic cyclic compound biosynthetic process
A0A1R3RGK0,organonitrogen compound metabolic process
A0A1R3RGK0,organonitrogen compound biosynthetic process
A0A1R3RGK0,organic substance biosynthetic process
B3EWP6,molecular_function
B3EWP6,catalytic activity
B3EWP6,phospholipase activity
B3EWP6,phospholipase A2 activity
B3EWP6,cellular_component
B3EWP6,extracellular region
B3EWP6,lipase activity
B3EWP6,hydrolase activity
B3EWP6,"hydrolase activity, acting on ester bonds"
B3EWP6,carboxylic ester hydrolase activity
B3EWP6,cellular anatomical entity
O06499,molecular_function
O06499,catalytic activity
O06499,oxidoreductase activity
O06499,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
O06499,2-oxoglutarate-dependent dioxygenase activity
O06499,dioxygenase activity
Q8V6X2,cellular_component
Q8V6X2,host cellular component
Q8V6X2,host cell part
Q8V6X2,host cell
Q8V6X2,host cell periphery
Q8V6X2,cellular anatomical entity
Q9SPL3,molecular_function
Q9SPL3,binding
Q9SPL3,response to stress
Q9SPL3,defense response
Q9SPL3,biological_process
Q9SPL3,response to external stimulus
